category,semantic_score
Web Designing,0.23892811
Accountant,0.29457146
Accountant,0.40870348
Accountant,0.30915135
Advocate,0.31933656
Advocate,0.42251176
Advocate,0.299822
Agriculture,0.27173087
Agriculture,0.36372522
Agriculture,0.29342893
Apparel,0.341841
Apparel,0.41671884
Apparel,0.398218
Architecture,0.32290268
Architecture,0.36092383
Architecture,0.35270196
Arts,0.34403795
Arts,0.33761007
Arts,0.29406273
Automobile,0.3215635
Automobile,0.3757111
Automobile,0.37879115
Aviation,0.31481007
Aviation,0.25531882
Aviation,0.34184945
BPO,0.34387684
BPO,0.3826908
BPO,0.38962343
Banking,0.3221261
Banking,0.33564508
Banking,0.3333388
Blockchain,0.33282387
Blockchain,0.35905075
Blockchain,0.28729352
Building and Construction,0.38063425
Building and Construction,0.36304885
Building and Construction,0.35076526
Business Analyst,0.32070196
Business Analyst,0.3247107
Business Analyst,0.38757005
Civil Engineer,0.35380447
Civil Engineer,0.2609711
Civil Engineer,0.28621998
Consultant,0.23902282
Consultant,0.3490149
Consultant,0.37359175
Data Science,0.29472473
Data Science,0.3437233
Data Science,0.29271802
Database,0.3497945
Database,0.3199206
Database,0.33053875
Designing,0.34320438
Designing,0.29945257
Designing,0.38202924
DevOps,0.31320047
DevOps,0.36929375
DevOps,0.3585797
Digital Media,0.33789328
Digital Media,0.3412555
Digital Media,0.3549156
DotNet Developer,0.37075168
DotNet Developer,0.30724633
DotNet Developer,0.3425452
ETL Developer,0.27588657
ETL Developer,0.28367555
ETL Developer,0.35296804
Education,0.27103254
Education,0.31127185
Education,0.3146343
Electrical Engineering,0.35054958
Electrical Engineering,0.3208528
Electrical Engineering,0.41561347
Finance,0.318064
Finance,0.33342317
Finance,0.3367189
Food and Beverages,0.3276542
Food and Beverages,0.3496542
Food and Beverages,0.37944826
Health and Fitness,0.31770846
Health and Fitness,0.345108
Health and Fitness,0.30738622
Human Resources,0.36440688
Human Resources,0.302717
Human Resources,0.3600755
Information Technology,0.33670193
Information Technology,0.39316624
Information Technology,0.40038773
Java Developer,0.349208
Java Developer,0.2670737
Java Developer,0.34104964
Management,0.3552519
Management,0.28255248
Management,0.309983
Mechanical Engineer,0.3352946
Mechanical Engineer,0.34585255
Mechanical Engineer,0.36701572
Network Security Engineer,0.29401597
Network Security Engineer,0.3824333
Network Security Engineer,0.37808368
Operations Manager,0.3672468
Operations Manager,0.40480143
Operations Manager,0.3946597
PMO,0.33267495
PMO,0.36971873
PMO,0.3759229
Public Relations,0.3315112
Public Relations,0.3887467
Public Relations,0.31735986
Python Developer,0.33346394
Python Developer,0.29511923
Python Developer,0.36958975
React Developer,0.37716433
React Developer,0.34980044
React Developer,0.4050374
SAP Developer,0.32589838
SAP Developer,0.36801022
SAP Developer,0.32819477
SQL Developer,0.314823
SQL Developer,0.38162932
SQL Developer,0.3375882
Sales,0.41070712
Sales,0.34937355
Sales,0.38982376
Testing,0.28329012
Testing,0.2789372
Testing,0.2626255
Web Designing,0.37899965
Web Designing,0.31801048
Web Designing,0.33958736
Accountant,0.40350556
Accountant,0.52303535
Accountant,0.4402298
Advocate,0.36918518
Advocate,0.43866646
Advocate,0.45394677
Agriculture,0.33094653
Agriculture,0.4466204
Agriculture,0.35552147
Apparel,0.4217928
Apparel,0.4503705
Apparel,0.4598385
Architecture,0.36859515
Architecture,0.302452
Architecture,0.3717383
Arts,0.288156
Arts,0.3304131
Arts,0.22328399
Automobile,0.43641543
Automobile,0.37662095
Automobile,0.43958202
Aviation,0.3578382
Aviation,0.34673306
Aviation,0.38429147
BPO,0.45129433
BPO,0.39664608
BPO,0.4771152
Banking,0.44650182
Banking,0.41398445
Banking,0.44583744
Blockchain,0.27959037
Blockchain,0.4742929
Blockchain,0.28241196
Building and Construction,0.47138932
Building and Construction,0.41318023
Building and Construction,0.37405834
Business Analyst,0.4544513
Business Analyst,0.46958405
Business Analyst,0.41452545
Civil Engineer,0.41860878
Civil Engineer,0.24219868
Civil Engineer,0.29061952
Consultant,0.27133435
Consultant,0.429831
Consultant,0.46822342
Data Science,0.3378859
Data Science,0.39751503
Data Science,0.43431306
Database,0.38766316
Database,0.38701347
Database,0.3826249
Designing,0.2322172
Designing,0.35404655
Designing,0.38846973
DevOps,0.28924522
DevOps,0.42545238
DevOps,0.42131367
Digital Media,0.283966
Digital Media,0.4050342
Digital Media,0.44563404
DotNet Developer,0.38701436
DotNet Developer,0.39937472
DotNet Developer,0.3481632
ETL Developer,0.39162228
ETL Developer,0.39579165
ETL Developer,0.41187626
Education,0.32940713
Education,0.27127713
Education,0.25162393
Electrical Engineering,0.38855276
Electrical Engineering,0.30584973
Electrical Engineering,0.42432007
Finance,0.492669
Finance,0.40989244
Finance,0.4450644
Food and Beverages,0.3825669
Food and Beverages,0.41319823
Food and Beverages,0.40807915
Health and Fitness,0.36795792
Health and Fitness,0.37614796
Health and Fitness,0.29948702
Human Resources,0.47298333
Human Resources,0.3310434
Human Resources,0.4358007
Information Technology,0.4351506
Information Technology,0.44340307
Information Technology,0.4770955
Java Developer,0.35658008
Java Developer,0.30650556
Java Developer,0.3437599
Management,0.4687568
Management,0.3991684
Management,0.37547457
Mechanical Engineer,0.34064075
Mechanical Engineer,0.4115764
Mechanical Engineer,0.425477
Network Security Engineer,0.30970266
Network Security Engineer,0.41257608
Network Security Engineer,0.40629944
Operations Manager,0.4659724
Operations Manager,0.45254013
Operations Manager,0.51560175
PMO,0.38788906
PMO,0.3789973
PMO,0.43907517
Public Relations,0.3583648
Public Relations,0.4431414
Public Relations,0.25908515
Python Developer,0.36353147
Python Developer,0.2586586
Python Developer,0.33405617
React Developer,0.31763804
React Developer,0.38194647
React Developer,0.46396708
SAP Developer,0.38798445
SAP Developer,0.46388623
SAP Developer,0.44989482
SQL Developer,0.31771895
SQL Developer,0.43168107
SQL Developer,0.42976895
Sales,0.462312
Sales,0.4576682
Sales,0.46069586
Testing,0.32691875
Testing,0.30628058
Testing,0.29528418
Web Designing,0.35472557
Web Designing,0.37870273
Web Designing,0.30240545
Accountant,0.45594686
Accountant,0.50782627
Accountant,0.5112477
Advocate,0.354638
Advocate,0.40920383
Advocate,0.39714864
Agriculture,0.27706534
Agriculture,0.37569538
Agriculture,0.30501884
Apparel,0.37035218
Apparel,0.38842466
Apparel,0.38205975
Architecture,0.32687017
Architecture,0.3057278
Architecture,0.34279463
Arts,0.30583236
Arts,0.30562747
Arts,0.20053321
Automobile,0.34008527
Automobile,0.3515805
Automobile,0.36584964
Aviation,0.35028353
Aviation,0.2585899
Aviation,0.37827092
BPO,0.37365147
BPO,0.38571376
BPO,0.43241754
Banking,0.43115157
Banking,0.42372414
Banking,0.4791457
Blockchain,0.34507018
Blockchain,0.37579468
Blockchain,0.30125135
Building and Construction,0.38864875
Building and Construction,0.36544403
Building and Construction,0.34897983
Business Analyst,0.5060951
Business Analyst,0.42061836
Business Analyst,0.36735514
Civil Engineer,0.3936454
Civil Engineer,0.2558027
Civil Engineer,0.28932464
Consultant,0.2672245
Consultant,0.3624032
Consultant,0.4626789
Data Science,0.28450543
Data Science,0.32969823
Data Science,0.33459872
Database,0.34514478
Database,0.34661353
Database,0.39691335
Designing,0.20841455
Designing,0.30511633
Designing,0.36519676
DevOps,0.32497394
DevOps,0.3979048
DevOps,0.36621827
Digital Media,0.28714526
Digital Media,0.3589464
Digital Media,0.3562341
DotNet Developer,0.36740503
DotNet Developer,0.35813633
DotNet Developer,0.34507957
ETL Developer,0.31179616
ETL Developer,0.35361847
ETL Developer,0.38707602
Education,0.29257813
Education,0.26747596
Education,0.30222267
Electrical Engineering,0.37562057
Electrical Engineering,0.3114032
Electrical Engineering,0.397043
Finance,0.47718713
Finance,0.47449517
Finance,0.47987005
Food and Beverages,0.35157922
Food and Beverages,0.4141178
Food and Beverages,0.39670542
Health and Fitness,0.3254173
Health and Fitness,0.32423016
Health and Fitness,0.29336852
Human Resources,0.43978947
Human Resources,0.39673603
Human Resources,0.43108332
Information Technology,0.38594535
Information Technology,0.41972905
Information Technology,0.40714595
Java Developer,0.3449683
Java Developer,0.2559009
Java Developer,0.32081157
Management,0.41929686
Management,0.38085732
Management,0.34355602
Mechanical Engineer,0.30930874
Mechanical Engineer,0.34405667
Mechanical Engineer,0.37391457
Network Security Engineer,0.3239524
Network Security Engineer,0.3318243
Network Security Engineer,0.39618453
Operations Manager,0.36675188
Operations Manager,0.40429622
Operations Manager,0.47173074
PMO,0.38916168
PMO,0.3632453
PMO,0.42137706
Public Relations,0.36445042
Public Relations,0.4057241
Public Relations,0.29852396
Python Developer,0.3552164
Python Developer,0.25718457
Python Developer,0.31883094
React Developer,0.2920813
React Developer,0.32823852
React Developer,0.43702564
SAP Developer,0.38707268
SAP Developer,0.4097746
SAP Developer,0.38122314
SQL Developer,0.35739195
SQL Developer,0.3984747
SQL Developer,0.37619534
Sales,0.4046371
Sales,0.41201738
Sales,0.38336083
Testing,0.29277855
Testing,0.27723277
Testing,0.26756397
Web Designing,0.39731878
Web Designing,0.31572783
Web Designing,0.28394654
Accountant,0.35902816
Accountant,0.42651626
Accountant,0.3661817
Advocate,0.34115398
Advocate,0.3927135
Advocate,0.34113732
Agriculture,0.3070553
Agriculture,0.39031366
Agriculture,0.29602987
Apparel,0.35134494
Apparel,0.38588205
Apparel,0.34592846
Architecture,0.3407818
Architecture,0.29751158
Architecture,0.36280358
Arts,0.27782866
Arts,0.3222467
Arts,0.2267927
Automobile,0.3366357
Automobile,0.3404028
Automobile,0.37637243
Aviation,0.35670218
Aviation,0.29094878
Aviation,0.3563545
BPO,0.29556006
BPO,0.33944324
BPO,0.4271147
Banking,0.35465768
Banking,0.33309045
Banking,0.39841962
Blockchain,0.30927688
Blockchain,0.39211452
Blockchain,0.287935
Building and Construction,0.38343802
Building and Construction,0.3903927
Building and Construction,0.3493742
Business Analyst,0.41149715
Business Analyst,0.39835432
Business Analyst,0.38372448
Civil Engineer,0.35264376
Civil Engineer,0.25475448
Civil Engineer,0.30494434
Consultant,0.22608496
Consultant,0.36703855
Consultant,0.4086854
Data Science,0.30592203
Data Science,0.34123167
Data Science,0.34559342
Database,0.37443048
Database,0.37517685
Database,0.36400643
Designing,0.2444972
Designing,0.2523333
Designing,0.33334488
DevOps,0.32169285
DevOps,0.39775455
DevOps,0.39314663
Digital Media,0.29193833
Digital Media,0.36843368
Digital Media,0.3375924
DotNet Developer,0.36777875
DotNet Developer,0.34857672
DotNet Developer,0.38326558
ETL Developer,0.3439289
ETL Developer,0.3287256
ETL Developer,0.41230595
Education,0.3025266
Education,0.26344153
Education,0.27645454
Electrical Engineering,0.37998068
Electrical Engineering,0.2978725
Electrical Engineering,0.39689597
Finance,0.39354733
Finance,0.35342717
Finance,0.38111028
Food and Beverages,0.34152326
Food and Beverages,0.3438494
Food and Beverages,0.3393307
Health and Fitness,0.30518827
Health and Fitness,0.32955948
Health and Fitness,0.29136986
Human Resources,0.42833504
Human Resources,0.36221993
Human Resources,0.4132656
Information Technology,0.3963129
Information Technology,0.4036627
Information Technology,0.40492368
Java Developer,0.38039222
Java Developer,0.33700293
Java Developer,0.37811863
Management,0.36140466
Management,0.33417955
Management,0.32851323
Mechanical Engineer,0.3284812
Mechanical Engineer,0.37677255
Mechanical Engineer,0.388601
Network Security Engineer,0.3143232
Network Security Engineer,0.4051534
Network Security Engineer,0.3966042
Operations Manager,0.33211076
Operations Manager,0.4065184
Operations Manager,0.41916797
PMO,0.38069522
PMO,0.3830253
PMO,0.39421842
Public Relations,0.30956647
Public Relations,0.3818107
Public Relations,0.26567006
Python Developer,0.3518545
Python Developer,0.3044977
Python Developer,0.37411436
React Developer,0.33955035
React Developer,0.37841508
React Developer,0.42904142
SAP Developer,0.38800144
SAP Developer,0.4222031
SAP Developer,0.39997232
SQL Developer,0.341796
SQL Developer,0.39070055
SQL Developer,0.37589154
Sales,0.36882198
Sales,0.33200976
Sales,0.34577733
Testing,0.31353125
Testing,0.2773949
Testing,0.28482568
Web Designing,0.39509538
Web Designing,0.3766008
Web Designing,0.28027785
Accountant,0.30986091
Accountant,0.41492036
Accountant,0.3429839
Advocate,0.31442112
Advocate,0.38401675
Advocate,0.30724627
Agriculture,0.27820233
Agriculture,0.36071837
Agriculture,0.2965464
Apparel,0.3452253
Apparel,0.39245793
Apparel,0.397047
Architecture,0.32846525
Architecture,0.30297264
Architecture,0.31334943
Arts,0.29289076
Arts,0.2845621
Arts,0.2566706
Automobile,0.32460883
Automobile,0.36336073
Automobile,0.36929175
Aviation,0.31696945
Aviation,0.2685426
Aviation,0.30713588
BPO,0.37286547
BPO,0.34545496
BPO,0.40769663
Banking,0.33670232
Banking,0.33010817
Banking,0.340019
Blockchain,0.30697572
Blockchain,0.38085482
Blockchain,0.29541823
Building and Construction,0.3859198
Building and Construction,0.3572483
Building and Construction,0.32627398
Business Analyst,0.36513048
Business Analyst,0.3739721
Business Analyst,0.3760933
Civil Engineer,0.32471713
Civil Engineer,0.2570117
Civil Engineer,0.2826782
Consultant,0.2141775
Consultant,0.35454476
Consultant,0.42068747
Data Science,0.28602386
Data Science,0.33780414
Data Science,0.2932866
Database,0.35717368
Database,0.3526287
Database,0.35135004
Designing,0.28833124
Designing,0.25538257
Designing,0.34414676
DevOps,0.299394
DevOps,0.36136216
DevOps,0.35688254
Digital Media,0.33752778
Digital Media,0.4046073
Digital Media,0.43319592
DotNet Developer,0.36552212
DotNet Developer,0.36011532
DotNet Developer,0.35566452
ETL Developer,0.33819836
ETL Developer,0.31154868
ETL Developer,0.39281648
Education,0.28421298
Education,0.26237956
Education,0.24465483
Electrical Engineering,0.34376553
Electrical Engineering,0.2772673
Electrical Engineering,0.35086504
Finance,0.36626616
Finance,0.33468118
Finance,0.35487673
Food and Beverages,0.32253468
Food and Beverages,0.33789378
Food and Beverages,0.33403367
Health and Fitness,0.3074588
Health and Fitness,0.3319185
Health and Fitness,0.26884097
Human Resources,0.38855582
Human Resources,0.2822715
Human Resources,0.3576815
Information Technology,0.36948147
Information Technology,0.39308897
Information Technology,0.41561183
Java Developer,0.34903944
Java Developer,0.31384215
Java Developer,0.34880826
Management,0.37832808
Management,0.31622148
Management,0.31064942
Mechanical Engineer,0.30548698
Mechanical Engineer,0.34316823
Mechanical Engineer,0.36848575
Network Security Engineer,0.28472465
Network Security Engineer,0.37723377
Network Security Engineer,0.3644578
Operations Manager,0.34999275
Operations Manager,0.37252188
Operations Manager,0.40976605
PMO,0.35970867
PMO,0.35636297
PMO,0.39368263
Public Relations,0.33756614
Public Relations,0.34929627
Public Relations,0.28172976
Python Developer,0.36349988
Python Developer,0.29866996
Python Developer,0.35382533
React Developer,0.37121117
React Developer,0.358187
React Developer,0.39281386
SAP Developer,0.34289032
SAP Developer,0.39721492
SAP Developer,0.35417643
SQL Developer,0.3091513
SQL Developer,0.34828532
SQL Developer,0.36365533
Sales,0.38303006
Sales,0.38953295
Sales,0.3854645
Testing,0.25196764
Testing,0.21958563
Testing,0.2262055
Web Designing,0.39571744
Web Designing,0.33794874
Web Designing,0.33592328
Accountant,0.3295998
Accountant,0.41775662
Accountant,0.33577627
Advocate,0.31500962
Advocate,0.38019368
Advocate,0.32408208
Agriculture,0.30719125
Agriculture,0.3989358
Agriculture,0.28306338
Apparel,0.32861522
Apparel,0.40315616
Apparel,0.3657769
Architecture,0.34363157
Architecture,0.31657508
Architecture,0.31802174
Arts,0.26430586
Arts,0.29856402
Arts,0.2289744
Automobile,0.33223835
Automobile,0.362182
Automobile,0.36115834
Aviation,0.3135627
Aviation,0.28585166
Aviation,0.3340317
BPO,0.32496974
BPO,0.36733472
BPO,0.4149718
Banking,0.35334274
Banking,0.38226983
Banking,0.34882516
Blockchain,0.33381778
Blockchain,0.4087898
Blockchain,0.31513417
Building and Construction,0.38289562
Building and Construction,0.37957555
Building and Construction,0.3304819
Business Analyst,0.39461198
Business Analyst,0.3910143
